"marketingCost","zip"
"3.18","30341"
"2.7","30340"
"2.21","30342"
"1.67","30345"
"1.69","30344"
"18","79329"
"1.58","30349"
"11.7","79731"
"18","94960"
"2.39","38753"
"14.34","94965"
"9.21","79734"
"1.26","31566"
"13.73","32736"
"2.7","31565"
"3.42","35049"
"1.55","31563"
"3.1","31560"
"2.71","97636"
"2.64","35045"
"1.01","35044"
"3.7","14303"
"1.8","63441"
"2.34","49235"
"3.7","35040"
"0.8","35043"
"2.78","31569"
"2.4","68349"
"7.09","32735"
"2.09","89019"
"18","95045"
"3.17","66968"
"1.46","47030"
"3.44","89015"
"2.47","89014"
"2.33","40507"
"2.24","56733"
"2.62","89013"
"3.0","89012"
"18","91226"
"0.8","38372"
"2.68","62460"
"3.17","38374"
"1.5","38375"
"18","91221"
"3.26","38377"
"18","96047"
"2.92","52730"
"2.64","64790"
"2.78","52731"
"1.15","67022"
"1.4","56644"
"0.8","06831"
"3.51","85337"
"1.41","62465"
"18","94956"
"1.01","04443"
"2.89","52733"
"18","79995"
"2.58","70392"
"2.17","56647"
"2.01","70393"
"2.88","49237"
"1.67","35592"
"1.27","37101"
"3.83","54950"
"3.4","35594"
"1.65","62202"
"2.39","47012"
"2.36","47017"
"2.48","07306"
"2.44","54956"
"3.24","47018"
"18","93592"
"15.93","93591"
"15.62","93590"
"2.82","82432"
"2.38","82433"
"3.04","82431"
"1.92","48849"
"2.73","27018"
"1.11","82435"
"2.42","48845"
"2.03","27014"
"3.96","27017"
"5.12","48846"
"2.63","48841"
"2.58","48840"
"2.86","48843"
"3.34","27012"
"1.55","71749"
"1.68","49880"
"1.41","74026"
"2.7","74027"
"1.32","74020"
"1.66","74021"
"1.63","74022"
"1.91","74023"
"0.8","25701"
"2.84","74028"
"4.02","74029"
"5.49","45318"
"2.25","55792"
"3.17","55790"
"2.57","72501"
"2.71","55796"
"3.43","55795"
"3.07","00934"
"3.19","66012"
"4.42","55798"
"3.47","48754"
"2.56","49881"
"1.6","98611"
"1.96","97123"
"2.35","98613"
"3.52","97121"
"3.23","97127"
"2.31","97124"
"3.2","98619"
"2.95","97128"
"3.49","54817"
"4.57","97453"
"4.46","45206"
"1.39","56119"
"3.08","41232"
"0.95","73456"
"3.92","88426"
"1.88","56446"
"0.91","56447"
"1.95","56444"
"1.14","56114"
"3.08","72370"
"2.23","56440"
"2.56","56441"
"3.02","96612"
"18","91901"
"3.17","62869"
"0.95","54747"
"2.7","72376"
"1.09","57241"
"1.81","62868"
"1.96","57246"
"2.99","65686"
"3.36","84056"
"12.93","32068"
"1.26","11798"
"2.43","65682"
"2.0","65681"
"13.59","32062"
"8.51","32063"
"7.22","32060"
"10.75","32066"
"7.91","32067"
"10.39","32064"
"3.31","65689"
"2.92","41548"
"2.31","72201"
"1.46","51510"
"2.92","88052"
"2.6","87016"
"2.87","88056"
"2.41","01462"
"5.02","45209"
"2.01","29622"
"3.21","69218"
"1.97","64628"
"1.17","69214"
"3.23","69217"
"1.63","64624"
"1.8","64623"
"2.16","69210"
"2.73","69212"
"2.9","54107"
"1.23","21740"
"4.28","64445"
"1.82","65635"
"1.5","63079"
"2.55","39653"
"1.33","63077"
"14.02","94951"
"3.56","63074"
"1.78","63073"
"3.2","63072"
"4.96","63071"
"1.43","63070"
"2.69","89402"
"4.08","49088"
"2.87","49089"
"5.02","32185"
"17.16","93721"
"2.35","65534"
"2.63","49083"
"2.69","49080"
"2.2","49081"
"1.2","49087"
"1.57","69142"
"1.74","49085"
"5.73","45415"
"2.15","61276"
"2.85","85938"
"18","79493"
"2.11","37339"
"5.0","89407"
"1.54","64489"
"1.91","15057"
"3.88","61273"
"2.05","54748"
"3.18","64486"
"1.78","64485"
"3.77","27216"
"2.19","46506"
"2.46","49331"
"0.85","46504"
"3.63","58047"
"2.7","87013"
"3.57","49335"
"0.8","49336"
"1.36","49885"
"3.03","49338"
"1.29","49339"
"2.33","61270"
"1.14","68102"
"4.53","39110"
"2.02","68106"
"3.63","68107"
"2.22","68104"
"1.56","68105"
"2.41","59061"
"18","75087"
"18","75086"
"18","75081"
"18","75080"
"18","75083"
"11.79","75082"
"17.16","94109"
"2.04","60477"
"3.61","60474"
"2.26","60475"
"2.19","60472"
"1.7","60473"
"1.03","60471"
"2.54","38573"
"18","94103"
"16.79","94102"
"15.83","94105"
"7.14","94104"
"1.53","60478"
"3.07","60479"
"3.85","53964"
"2.75","53965"
"2.1","36769"
"4.52","53963"
"3.62","53960"
"2.68","53961"
"2.07","36767"
"2.38","53968"
"2.56","39117"
"1.62","58220"
"9.49","33082"
"2.73","14850"
"8.66","34974"
"11.34","33084"
"0.97","58228"
"15.93","33734"
"6.7","33340"
"6.98","33736"
"1.98","33731"
"2.59","54210"
"11.86","33733"
"3.17","54212"
"1.45","48144"
"3.08","85346"
"1.51","68037"
"9.01","33261"
"2.62","38618"
"2.29","38617"
"5.28","45056"
"2.91","38614"
"2.3","38613"
"2.46","48414"
"0.88","38611"
"4.13","62301"
"2.19","30428"
"2.35","83445"
"16.9","34979"
"1.88","83440"
"0.8","83442"
"1.84","30420"
"2.81","48412"
"4.75","71747"
"3.27","30425"
"2.08","30426"
"2.49","30427"
"0.8","36109"
"2.47","36108"
"3.55","68034"
"1.25","36101"
"2.68","38117"
"2.16","48143"
"2.38","36105"
"3.57","36104"
"1.24","85935"
"2.71","36106"
"1.72","84535"
"2.47","84532"
"7.05","33883"
"4.7","33550"
"10.3","33881"
"11.07","33880"
"14.94","33885"
"10.52","33556"
"18","94578"
"14.6","94579"
"3.99","27831"
"3.13","48060"
"1.35","48067"
"3.13","48066"
"1.59","27835"
"2.57","27834"
"1.24","01851"
"18","94571"
"13.47","94572"
"2.33","48068"
"18","94574"
"0.8","28337"
"18","94576"
"18","94577"
"1.93","83620"
"3.39","98093"
"2.05","83622"
"2.58","99708"
"2.43","99709"
"3.55","83626"
"2.25","83627"
"2.2","83628"
"2.89","99705"
"3.94","99706"
"3.4","99707"
"1.63","39629"
"0.8","99701"
"1.54","99702"
"2.5","99703"
"3.44","50164"
"7.7","34661"
"18","75572"
"2.73","01119"
"2.58","04101"
"3.25","40935"
"0.8","03801"
"1.46","72080"
"3.56","66733"
"18","79092"
"1.94","83274"
"4.71","72084"
"3.62","72086"
"1.17","72087"
"0.86","72088"
"2.03","68815"
"2.6","68817"
"1.13","73031"
"12.62","33265"
"2.07","68813"
"3.31","65552"
"3.47","46531"
"2.43","74632"
"2.66","30288"
"2.2","30289"
"0.8","15108"
"0.8","97907"
"2.68","30286"
"12.58","33424"
"0.8","30281"
"2.84","28802"
"2.63","29130"
"1.87","59854"
"0.88","29132"
"15.85","77901"
"2.15","29135"
"18","77904"
"18","77905"
"2.89","29138"
"1.98","39567"
"3.35","39564"
"1.78","39565"
"2.36","39562"
"1.13","39563"
"1.67","39560"
"7.49","33569"
"18","78102"
"1.62","31779"
"2.54","31778"
"12.14","78107"
"18","75313"
"1.48","71766"
"4.1","31773"
"18","78109"
"18","78108"
"1.06","31777"
"1.82","31776"
"3.85","31775"
"1.35","31774"
"18","76233"
"18","76230"
"10.28","79508"
"18","76234"
"18","79504"
"2.01","59853"
"1.59","55934"
"18","79502"
"2.67","12842"
"3.26","49092"
"0.8","61425"
"2.18","35901"
"17.85","92509"
"13.45","92508"
"2.57","35904"
"0.8","35905"
"0.99","35906"
"3.73","35907"
"18","92503"
"6.11","95222"
"18","92501"
"18","95220"
"17.74","92507"
"18","92506"
"12.79","92505"
"14.27","92504"
"2.87","47224"
"2.27","28086"
"0.97","48131"
"3.07","47227"
"2.35","28083"
"1.97","28082"
"1.99","28081"
"1.79","47223"
"2.62","83113"
"1.63","66224"
"1.84","66227"
"2.37","66226"
"2.33","66221"
"18","79735"
"0.8","66223"
"3.07","28088"
"2.39","65059"
"3.55","65058"
"2.93","73035"
"3.31","28577"
"2.15","61028"
"4.57","65052"
"3.23","65051"
"2.07","27155"
"2.65","61020"
"2.46","61021"
"1.89","49094"
"18","95322"
"1.82","57533"
"10.6","33143"
"10.65","93665"
"18","77298"
"0.87","31089"
"2.46","50682"
"18","77503"
"2.0","28663"
"1.99","28662"
"5.61","33427"
"0.96","63344"
"1.71","28667"
"3.33","28666"
"2.98","28665"
"6.37","32351"
"2.05","57225"
"2.66","28669"
"3.02","28668"
"2.19","74902"
"1.77","98412"
"18","79560"
"18","93664"
"4.46","61242"
"18","75501"
"2.77","61240"
"18","75503"
"18","75505"
"3.2","61244"
"1.72","58530"
"3.39","35677"
"3.07","35674"
"0.8","87528"
"18","77018"
"7.66","77019"
"3.54","35670"
"1.96","35671"
"1.88","73021"
"18","77015"
"18","77016"
"18","77017"
"18","77010"
"17.4","77011"
"18","77012"
"18","77013"
"18","93105"
"1.99","46035"
"18","93101"
"2.15","38921"
"15.33","93103"
"3.74","57342"
"17.49","93108"
"18","93109"
"1.3","85726"
"2.19","55302"
"1.75","55303"
"3.74","55304"
"2.06","55305"
"2.03","55306"
"1.2","55307"
"11.2","32905"
"2.64","55309"
"5.32","32907"
"12.69","32906"
"6.94","32901"
"2.33","15236"
"9.85","32903"
"3.69","32902"
"2.34","56653"
"3.43","56652"
"2.1","56650"
"3.22","56309"
"2.34","56308"
"2.73","56655"
"2.95","52356"
"3.17","56304"
"1.97","56307"
"2.3","98421"
"1.35","56301"
"4.15","52353"
"3.05","56303"
"2.07","52351"
"2.44","97633"
"1.31","87524"
"1.21","49501"
"18","95421"
"3.69","38305"
"3.49","23410"
"3.34","57650"
"2.38","38674"
"4.84","45880"
"0.99","57656"
"3.96","65236"
"0.99","10511"
"0.8","65233"
"3.25","65231"
"2.11","38301"
"3.56","58458"
"3.4","13159"
"0.8","65239"
"1.16","27229"
"0.89","60047"
"3.16","60046"
"3.86","60045"
"1.22","60044"
"3.63","64014"
"2.33","60042"
"5.24","60041"
"1.98","60040"
"2.52","52172"
"3.09","64019"
"2.73","20874"
"3.13","52171"
"4.77","69028"
"2.85","60048"
"2.55","28151"
"2.21","36376"
"2.52","36374"
"1.83","36375"
"18","79005"
"2.83","50668"
"18","95917"
"18","76711"
"2.28","68128"
"3.18","85380"
"2.8","55439"
"18","76712"
"1.54","60146"
"2.43","42303"
"1.48","80624"
"3.29","80155"
"2.77","62244"
"1.4","80621"
"1.18","80620"
"7.75","78715"
"3.1","80150"
"3.39","56449"
"1.1","98136"
"8.45","94124"
"13.8","92233"
"3.49","98133"
"2.68","38802"
"18","92232"
"3.82","98138"
"2.81","38555"
"1.71","70591"
"0.8","70592"
"1.73","38556"
"11.16","90280"
"2.53","99556"
"1.72","99559"
"4.77","52544"
"2.97","53089"
"0.8","53088"
"18","95251"
"18","95428"
"2.62","53093"
"0.8","53081"
"17.6","95424"
"2.21","53083"
"3.36","53082"
"1.43","53085"
"2.0","68122"
"18","95423"
"18","95422"
"4.03","42164"
"2.77","42166"
"6.0","34209"
"2.63","68124"
"3.76","39114"
"2.42","97489"
"18","77291"
"3.22","98683"
"2.76","97484"
"0.98","97487"
"18","95431"
"3.14","97481"
"1.64","97480"
"4.27","37770"
"3.34","53225"
"1.46","53224"
"3.44","53227"
"2.69","53226"
"4.7","53221"
"2.94","53220"
"1.68","53223"
"3.41","53222"
"3.0","70374"
"7.99","79073"
"1.56","37772"
"1.77","97635"
"2.47","53228"
"2.22","53559"
"4.74","53558"
"1.5","63537"
"1.17","63534"
"2.15","63532"
"2.56","63533"
"2.54","63531"
"11.31","90633"
"2.54","49250"
"0.8","98685"
"2.0","30527"
"18","90632"
"2.41","39211"
"1.53","98934"
"4.35","37357"
"3.18","37356"
"2.94","37355"
"2.54","37354"
"2.22","37421"
"2.43","37352"
"2.26","29290"
"10.86","34205"
"1.4","48214"
"2.43","48215"
"2.09","48216"
"2.62","48217"
"1.32","48210"
"2.64","48211"
"2.4","48212"
"1.11","48213"
"2.06","30522"
"2.81","48218"
"2.7","48219"
"3.68","84701"
"1.96","67548"
"2.25","86412"
"5.26","86413"
"1.67","14127"
"3.77","74130"
"2.3","98850"
"3.73","67547"
"3.61","67546"
"2.64","30645"
"3.04","67544"
"4.52","72638"
"18","90639"
"1.18","53585"
"2.86","80840"
"18","90638"
"2.73","71973"
"18","91003"
"0.8","68317"
"2.43","52147"
"2.03","58750"
"1.22","68313"
"2.77","68644"
"2.65","68647"
"2.4","68310"
"1.88","68649"
"3.12","68648"
"1.74","42167"
"2.76","71429"
"1.66","65745"
"3.08","72633"
"3.85","41477"
"1.83","15825"
"2.42","35502"
"10.88","75052"
"1.85","35150"
"1.69","40218"
"2.54","40219"
"17.33","93501"
"3.22","40214"
"3.96","40215"
"0.8","40216"
"0.9","40217"
"3.72","76241"
"1.91","40211"
"1.66","40212"
"0.97","40213"
"10.79","33946"
"11.45","33947"
"4.03","58565"
"12.23","33945"
"0.93","58563"
"3.12","58562"
"3.23","28412"
"1.18","54021"
"15.18","96024"
"18","91001"
"1.88","49115"
"12.86","33948"
"18","93505"
"14.53","94901"
"3.81","67451"
"18","94903"
"18","79752"
"17.08","94904"
"18","79756"
"18","79758"
"18","95914"
"2.86","39352"
"8.87","34994"
"9.29","34995"
"7.44","34996"
"13.61","34997"
"9.12","34990"
"2.39","11518"
"12.75","34992"
"0.8","30360"
"2.61","66944"
"2.47","66945"
"3.12","50859"
"1.52","35068"
"2.43","31548"
"4.01","31018"
"2.33","31019"
"1.4","31544"
"0.8","31545"
"0.8","31014"
"4.36","31015"
"0.95","53234"
"2.33","31010"
"3.04","35064"
"3.04","49736"
"3.07","53543"
"5.5","77866"
"1.3","97738"
"3.63","98932"
"1.08","89031"
"1.16","89030"
"3.18","89036"
"12.9","95623"
"3.92","53233"
"1.81","50606"
"3.54","70087"
"18","78945"
"2.84","49259"
"18","75093"
"11.4","33713"
"3.8","53516"
"3.48","06810"
"2.25","06811"
"2.07","66056"
"2.02","66054"
"2.24","58793"
"2.15","66052"
"2.13","66053"
"2.47","66050"
"0.8","66051"
"15.36","34492"
"1.36","61250"
"2.94","69122"
"2.86","60955"
"12.14","33715"
"3.68","55941"
"2.99","23231"
"2.56","23233"
"3.05","37422"
"2.81","59214"
"18","76667"
"2.33","59213"
"0.8","87930"
"2.99","04106"
"2.39","48861"
"3.54","27030"
"0.86","48867"
"1.38","87935"
"3.01","48865"
"1.98","48864"
"18","92190"
"3.23","50255"
"1.86","97438"
"8.74","92194"
"18","92057"
"15.03","92196"
"2.75","50254"
"18","92198"
"15.16","91040"
"2.2","74042"
"15.5","94088"
"3.76","85644"
"2.21","74046"
"2.63","74047"
"0.8","74044"
"2.38","96770"
"0.8","61252"
"2.16","50251"
"3.34","74048"
"1.52","58413"
"2.15","50250"
"2.63","96759"
"1.06","72527"
"1.44","72526"
"2.28","72525"
"2.11","72524"
"3.05","72529"
"2.25","72528"
"12.26","78932"
"18","78933"
"3.15","56464"
"3.21","56465"
"1.13","56466"
"2.86","56467"
"3.06","56461"
"0.8","67740"
"1.67","02895"
"2.25","97101"
"3.42","98635"
"3.95","97103"
"1.91","56468"
"3.79","98632"
"1.81","97106"
"3.83","97107"
"18","94080"
"3.23","50147"
"2.5","35244"
"3.68","35243"
"0.89","35242"
"1.03","50143"
"3.8","63601"
"2.03","68154"
"2.06","39043"
"4.21","39042"
"4.02","39044"
"2.57","39046"
"13.19","32040"
"8.62","32041"
"8.31","32042"
"5.75","32043"
"13.53","32732"
"6.78","32046"
"5.62","75134"
"11.09","32181"
"5.15","96672"
"3.16","36125"
"7.62","32738"
"18","79059"
"2.85","12043"
"2.18","96754"
"2.27","83311"
"10.31","32182"
"2.44","53052"
"18","75048"
"18","77465"
"18","77466"
"16.13","32119"
"18","78656"
"18","77469"
"5.07","09112"
"1.67","81149"
"18","75969"
"2.53","81143"
"1.75","22041"
"5.55","81140"
"2.58","81147"
"2.63","81144"
"3.65","48605"
"2.91","83429"
"2.89","85390"
"1.36","37345"
"3.19","23608"
"3.52","98092"
"3.51","49722"
"3.16","65559"
"2.31","85544"
"2.31","35759"
"16.74","75315"
"1.15","65550"
"2.58","65556"
"2.5","65557"
"18","78577"
"2.16","70057"
"1.34","52644"
"18","79054"
"2.45","88346"
"5.67","45431"
"4.06","57220"
"3.62","57223"
"1.25","84738"
"3.57","27855"
"3.1","61342"
"18","78570"
"1.21","12180"
"2.07","30441"
"18","75401"
"1.81","58021"
"4.29","46528"
"1.57","58027"
"2.76","46524"
"0.8","46526"
"1.17","62046"
"3.02","54013"
"18","94127"
"10.23","94126"
"3.22","38553"
"12.82","94123"
"18","94122"
"15.42","94121"
"1.38","38801"
"2.24","38558"
"2.76","96777"
"2.88","52549"
"1.92","68123"
"1.68","48602"
"2.54","68127"
"2.18","70161"
"3.43","97735"
"3.24","60458"
"2.41","60459"
"18","90631"
"18","90630"
"1.25","70394"
"3.16","60455"
"5.39","60456"
"3.08","60457"
"2.3","60450"
"2.8","60451"
"0.8","60452"
"3.41","60453"
"2.2","36749"
"2.94","36748"
"1.0","53948"
"1.55","53949"
"2.0","53944"
"1.88","36742"
"2.4","53946"
"1.39","36740"
"1.76","53940"
"2.1","53941"
"1.05","36744"
"3.33","62324"
"2.55","62326"
"1.49","62320"
"3.27","62321"
"2.62","47345"
"1.86","58790"
"8.76","33712"
"4.86","33711"
"10.01","33710"
"1.3","58794"
"5.69","33716"
"2.77","54235"
"7.79","33714"
"3.07","81055"
"1.97","70750"
"4.45","48661"
"2.46","48662"
"2.41","83422"
"2.67","98354"
"1.97","83420"
"2.84","30525"
"1.47","36123"
"4.4","36120"
"2.65","71207"
"18","78584"
"2.59","85641"
"2.71","80454"
"1.94","85643"
"1.6","80452"
"3.2","85645"
"2.32","85646"
"3.6","80451"
"0.8","85648"
"1.77","40419"
"3.53","80459"
"3.67","39362"
"3.26","40046"
"1.5","68788"
"2.63","66073"
"3.35","97844"
"1.83","68784"
"2.99","68780"
"1.51","68786"
"1.38","68787"
"1.65","04438"
"2.0","68781"
"2.25","40040"
"1.75","70785"
"3.53","27858"
"2.37","27589"
"0.91","27588"
"18","94510"
"3.14","29113"
"1.87","70783"
"2.32","70782"
"2.58","48001"
"2.57","27850"
"2.41","27581"
"1.05","41531"
"1.77","27587"
"1.54","70788"
"8.87","78579"
"2.43","27856"
"1.64","29732"
"2.36","48009"
"3.78","29730"
"1.63","29731"
"15.29","95650"
"2.1","99762"
"2.6","98358"
"0.8","67152"
"2.73","67154"
"0.8","67155"
"13.57","95658"
"4.54","27331"
"1.93","51544"
"11.4","33247"
"1.19","85622"
"2.48","96716"
"17.13","78341"
"10.38","78340"
"18","78343"
"3.31","70780"
"1.94","54015"
"0.8","76039"
"7.8","34292"
"2.07","72069"
"2.54","68872"
"18","76034"
"1.72","72064"
"18","76036"
"18","76031"
"1.7","72063"
"4.01","68874"
"1.47","51545"
"3.18","27851"
"2.48","70364"
"0.85","99335"
"4.0","48003"
"0.8","49128"
"0.96","73722"
"2.43","31713"
"4.38","48002"
"2.31","31715"
"2.42","31714"
"2.15","31717"
"2.6","96350"
"1.45","48005"
"18","76439"
"3.27","41537"
"2.34","37656"
"4.63","37657"
"2.73","46515"
"8.48","33573"
"11.24","33572"
"1.82","37650"
"8.4","33570"
"18","78161"
"1.52","29611"
"18","78163"
"2.52","59772"
"2.87","98256"
"2.33","49127"
"0.8","37658"
"4.91","37659"
"1.94","30006"
"18","76258"
"0.8","30004"
"0.99","72209"
"3.29","30002"
"2.48","28218"
"2.13","12866"
"1.61","72202"
"2.59","49653"
"1.18","73056"
"13.8","76252"
"0.86","72206"
"2.42","72207"
"1.12","72204"
"2.37","72205"
"14.79","95241"
"18","95240"
"18","92563"
"18","95242"
"17.93","95245"
"14.62","92564"
"18","92567"
"16.4","95246"
"18","95249"
"18","95248"
"1.04","69133"
"0.8","28746"
"1.05","60448"
"1.68","27341"
"2.13","48440"
"2.1","55027"
"3.9","36089"
"3.54","73057"
"3.97","28740"
"13.72","33243"
"4.32","29114"
"3.04","50333"
"2.03","28741"
"2.7","96712"
"0.8","47243"
"2.8","66209"
"3.56","66208"
"2.11","47246"
"3.36","28742"
"3.11","47244"
"3.27","23005"
"0.8","66203"
"2.69","66202"
"1.42","66201"
"3.81","28743"
"2.9","66207"
"4.84","66206"
"1.14","66205"
"2.08","66204"
"4.38","55026"
"3.3","50068"
"0.8","74361"
"3.01","99766"
"2.43","31546"
"18","76424"
"3.72","30008"
"3.77","67156"
"2.49","98349"
"7.94","77259"
"18","77256"
"18","77257"
"2.0","67470"
"18","77252"
"18","77253"
"18","77251"
"2.51","55021"
"2.27","46511"
"18","90070"
"2.36","98816"
"1.19","28609"
"0.93","74153"
"3.22","38237"
"1.84","38236"
"1.72","38231"
"0.8","38230"
"2.0","38233"
"2.91","28601"
"2.65","70129"
"2.36","28603"
"1.98","28602"
"3.33","28605"
"1.78","28604"
"2.39","28607"
"1.7","28606"
"18","95865"
"18","95864"
"1.75","73005"
"18","92386"
"2.13","73003"
"18","95860"
"0.8","46280"
"1.22","57259"
"2.24","70041"
"13.72","90073"
"0.8","98815"
"2.01","73009"
"2.5","73008"
"18","77078"
"7.88","77079"
"18","77072"
"18","77073"
"13.36","77070"
"11.45","77071"
"18","77076"
"18","77077"
"18","77074"
"12.75","77075"
"15.44","93160"
"18","79453"
"16.96","77964"
"4.28","30457"
"1.48","61006"
"2.59","65032"
"1.86","65035"
"1.93","61001"
"3.21","65037"
"3.68","65036"
"11.14","32923"
"10.77","32922"
"15.08","32920"
"3.73","61008"
"2.2","19006"
"11.16","32925"
"11.08","32924"
"1.7","60201"
"2.04","65582"
"2.81","60203"
"2.02","60202"
"2.84","64784"
"3.29","60204"
"18","77614"
"2.26","64788"
"2.52","56630"
"1.45","56633"
"2.41","56320"
"1.49","56327"
"0.8","56326"
"2.76","56636"
"0.8","56455"
"3.53","36784"
"14.09","34293"
"2.29","72776"
"18","77615"
"18","93388"
"18","93389"
"18","93386"
"8.92","93387"
"18","93384"
"2.94","29653"
"3.53","97371"
"18","93380"
"2.88","81432"
"2.05","61261"
"2.74","61263"
"2.03","82609"
"2.22","61265"
"1.69","65789"
"1.89","97886"
"2.08","65787"
"2.45","82604"
"2.36","65785"
"0.8","27207"
"3.1","82601"
"3.54","65781"
"1.95","27203"
"3.46","28407"
"3.74","72065"
"1.77","31746"
"2.11","97374"
"3.01","69001"
"18","78568"
"2.29","74525"
"2.05","62262"
"1.41","74523"
"3.24","36350"
"2.46","36351"
"4.4","36352"
"4.21","36353"
"3.09","74529"
"2.82","99801"
"2.28","38138"
"0.84","55308"
"15.63","90076"
"1.86","42361"
"1.95","42366"
"2.09","58571"
"2.98","80601"
"3.49","42369"
"4.41","28463"
"18","75782"
"18","75783"
"2.11","98402"
"5.43","33970"
"2.76","98404"
"1.09","98405"
"1.81","98406"
"3.23","98155"
"2.13","98408"
"2.51","28465"
"3.8","53110"
"1.37","28464"
"2.32","96802"
"2.07","71149"
"1.36","28467"
"1.37","70578"
"2.09","99577"
"2.39","70577"
"3.32","11716"
"2.05","99573"
"1.66","99572"
"2.03","70570"
"2.08","63453"
"18","95409"
"2.77","56448"
"4.77","45249"
"18","95403"
"14.81","95402"
"18","95401"
"18","95407"
"17.68","95406"
"18","95405"
"18","95404"
"2.64","72578"
"2.34","73098"
"2.31","61914"
"2.74","29827"
"0.9","61912"
"2.66","61913"
"2.29","61910"
"1.88","73099"
"1.97","54469"
"0.94","48173"
"0.8","20854"
"2.72","52151"
"2.75","20850"
"13.27","94026"
"2.91","52156"
"2.88","52157"
"1.71","84646"
"1.95","52159"
"4.37","53203"
"2.57","53202"
"2.85","53201"
"18","77844"
"3.74","53207"
"3.07","53206"
"3.02","53205"
"3.95","53204"
"2.0","53209"
"0.83","53208"
"1.99","54463"
"3.35","49275"
"11.78","32826"
"2.6","49277"
"1.14","49276"
"4.11","49271"
"1.82","49270"
"3.13","46953"
"4.88","46952"
"1.91","38019"
"10.77","92646"
"18","75126"
"3.44","20180"
"0.91","37409"
"14.12","92315"
"3.18","84720"
"2.36","89125"
"2.39","69348"
"1.46","84723"
"1.22","48051"
"3.2","37402"
"18","79745"
"3.1","37407"
"2.8","37406"
"1.14","37405"
"2.06","37404"
"2.27","55088"
"2.46","73096"
"2.48","31718"
"2.45","49751"
"18","92867"
"1.98","09250"
"2.12","80866"
"3.3","80864"
"2.09","80863"
"3.01","55936"
"2.56","40056"
"2.42","40057"
"3.76","31304"
"3.56","40055"
"3.26","83127"
"11.61","32644"
"2.93","40050"
"3.32","40051"
"2.38","69024"
"18","76703"
"1.75","71958"
"0.8","97058"
"1.65","71953"
"0.8","71952"
"4.48","71951"
"3.33","71950"
"1.4","71957"
"2.79","71956"
"2.52","55932"
"14.42","32316"
"2.32","68812"
"2.53","71762"
"2.81","68667"
"2.98","68666"
"7.52","32317"
"16.17","93461"
"2.57","68661"
"2.47","68660"
"3.45","52253"
"2.37","19711"
"4.13","61232"
"3.25","98858"
"18","78576"
"2.27","71044"
"2.42","71047"
"18","78575"
"18","78572"
"18","78573"
"2.68","31302"
"3.69","56442"
"2.85","40272"
"2.69","69022"
"18","76701"
"18","78578"
"3.64","38130"
"2.97","28472"
"2.46","28470"
"2.38","28471"
"2.13","54009"
"18","78160"
"2.88","54005"
"3.05","28478"
"3.55","28479"
"12.31","33960"
"1.82","54001"
"3.54","54002"
"2.23","54003"
"3.3","35036"
"3.04","71764"
"2.69","56443"
"18","91409"
"18","79778"
"18","94927"
"18","91406"
"8.77","91405"
"11.09","91404"
"10.54","91403"
"13.15","91402"
"16.92","91401"
"9.96","94920"
"5.12","67521"
"1.8","49887"
"2.4","74136"
"1.94","67525"
"1.87","67524"
"3.25","67526"
"3.53","89024"
"1.4","38829"
"2.62","62022"
"3.06","66930"
"3.25","31522"
"3.14","31523"
"2.31","31520"
"1.9","31521"
"14.43","92145"
"1.63","31527"
"1.75","31525"
"1.75","47588"
"2.01","30005"
"2.63","85929"
"4.77","85928"
"2.93","47581"
"3.35","85924"
"18","75034"
"3.23","85920"
"1.32","47586"
"2.1","38183"
"17.21","91951"
"2.35","21795"
"16.13","93609"
"4.52","97055"
"3.0","49272"
"2.66","29075"
"18","79562"
"1.63","29070"
"2.21","29073"
"3.09","29072"
"2.8","29078"
"4.15","83202"
"18","76686"
"18","79561"
"2.55","47720"
"1.83","29442"
"2.4","66075"
"2.89","66076"
"3.11","66070"
"2.66","66071"
"2.21","66072"
"1.09","28299"
"1.15","48801"
"2.62","27050"
"1.68","27053"
"1.92","27052"
"2.08","27055"
"2.1","48804"
"0.8","87402"
"2.54","48806"
"2.99","48809"
"0.8","48808"
"3.3","31024"
"2.68","28159"
"18","76704"
"1.75","97053"
"1.58","10977"
"1.32","59230"
"2.85","59231"
"1.81","30746"
"18","77842"
"3.32","31034"
"3.26","50830"
"2.36","31036"
"17.81","92562"
"2.79","31030"
"2.53","35004"
"0.8","35007"
"2.0","06033"
"18","92176"
"18","92177"
"3.0","73632"
"14.67","92175"
"18","95380"
"3.18","39056"
"18","95382"
"17.78","95383"
"2.4","58771"
"1.75","27830"
"3.44","29643"
"18","95247"
"3.5","80217"
"2.83","74060"
"1.28","74061"
"2.78","74062"
"2.2","74063"
"3.51","74066"
"1.95","96386"
"18","75030"
"7.07","34712"
"8.08","34711"
"3.22","72543"
"1.71","72542"
"1.8","72544"
"3.25","27837"
"2.01","39066"
"3.91","62014"
"0.8","56401"
"3.32","39063"
"1.26","39062"
"2.73","39060"
"4.3","30740"
"2.38","28617"
"10.72","75497"
"2.95","39069"
"3.34","37143"
"1.83","54602"
"2.46","50161"
"4.23","28544"
"8.1","33323"
"3.99","73942"
"1.68","65646"
"2.55","50169"
"1.54","50168"
"3.27","73946"
"1.46","27836"
"0.8","73945"
"2.42","30453"
"2.35","98422"
"17.27","33321"
"3.45","66840"
"10.66","32714"
"6.42","32715"
"13.08","32716"
